ID,Line,EndLine,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L45735,19,142,0.266667,5,49,1,11,0.0,0.168067,20,3,144,6,0,0,57,0
L19576,20,266,0.322811,4,56,7,35,0.428571,0.146552,34,4,417,20,0,1,117,0
L19012,21,741,0.119072,7,183,263,64,0.2,0.1983,140,16,380,0,0,0,20,1
L13292,25,464,0.261153,5,104,85,55,0.178571,0.122137,48,23,408,0,0,0,48,0
L19278,20,131,0.0,2,17,79,5,0.583333,0.268041,26,5,396,1,1,3,40,0
L19345,20,392,0.33313400000000004,6,101,35,61,0.125,0.169863,62,14,392,2,0,4,79,1
L13275,23,407,0.0920245,8,122,58,33,0.1,0.0771277,29,9,389,5,3,1,72,1
L19880,20,165,0.340426,3,42,12,33,0.111111,0.0970149,13,8,412,0,0,0,62,0
L13268,18,178,0.193922,5,43,44,34,0.1,0.14189200000000002,21,9,398,2,1,3,54,0
L20018,19,179,0.0,3,38,12,30,0.166667,0.172414,25,5,387,2,0,1,67,0
L19759,20,231,0.0,5,61,20,41,0.285714,0.119403,24,5,386,2,0,1,68,0
L20129,18,97,0.215686,2,14,16,14,0.14285699999999998,0.08571430000000001,6,6,387,8,2,1,94,0
L20175,23,199,0.13777799999999998,2,40,11,32,0.08333330000000001,0.0988372,17,11,386,2,0,1,77,0
L20280,20,94,0.282051,2,13,19,11,0.285714,0.181818,12,5,387,8,2,1,94,0
L20320,20,212,0.0,3,41,5,48,0.0,0.0903614,15,9,384,0,0,0,34,2
L20190,21,262,0.0,5,77,27,49,0.07142860000000001,0.146552,34,13,386,4,2,1,77,0
L19578,20,1907,0.707271,5,422,23,101,0.48,0.146289,274,13,415,20,0,1,111,0
L21175,18,142,0.0,3,30,24,15,0.181818,0.110092,12,9,383,0,0,0,36,0
L21224,16,72,0.0,4,9,7,6,0.5,0.211538,11,2,384,0,0,0,31,0
L21252,17,94,0.0,3,16,4,19,0.0,0.128571,9,5,384,0,0,0,33,0
L21310,27,148,0.0,5,34,12,28,0.375,0.213675,25,5,382,0,0,0,33,0
L19512,36,580,0.0809717,8,152,30,56,0.6190479999999999,0.243494,131,8,387,2,0,2,92,1
L21559,19,100,0.241379,2,18,8,7,0.166667,0.17284000000000002,14,5,386,2,0,1,76,0
L21594,20,118,0.0,3,18,12,26,0.14285699999999998,0.166667,15,6,387,2,0,1,68,0
L20402,32,337,0.115502,5,52,4,51,0.08333330000000001,0.169675,47,11,410,0,0,1,58,2
L21753,48,399,0.213961,5,48,7,28,0.3,0.319672,117,7,421,20,0,1,121,0
L12804,39,696,0.047699,14,183,83,53,0.304348,0.122186,76,16,414,2,2,0,44,2
L20244,20,186,0.0771605,3,48,20,25,0.1,0.212121,35,9,415,4,0,1,86,0
L22086,20,507,0.0,5,141,9,53,0.2,0.157895,75,8,421,20,0,1,95,0
L13303,25,508,0.223785,5,122,36,90,0.3125,0.140969,64,11,410,0,0,0,62,3
L22298,17,97,0.0,3,17,4,18,0.0,0.13513499999999998,10,5,384,0,0,0,33,0
L22329,19,201,0.0,2,32,4,44,0.14285699999999998,0.17058800000000002,29,6,385,0,0,0,32,0
L22395,19,113,0.718062,4,26,5,7,0.166667,0.210526,20,5,386,2,0,1,75,0
L22343,20,63,0.0,1,9,10,8,0.125,0.0882353,3,7,380,0,0,0,33,0
L22462,20,855,0.415643,5,179,8,62,0.461538,0.192124,161,7,415,20,0,1,125,0
L22158,35,449,0.200321,6,104,23,61,0.13333299999999998,0.166667,67,13,393,0,0,3,43,1
L19290,40,992,0.262388,8,252,191,58,0.583333,0.254107,232,15,384,2,2,1,63,0
L22801,16,79,0.0,0,6,5,3,0.571429,0.320755,17,3,386,2,0,1,83,0
L22836,20,70,0.3,3,11,5,7,0.25,0.244898,12,6,385,2,0,1,76,0
L13321,24,302,0.13055999999999998,7,88,67,67,0.2,0.214815,58,8,400,1,1,3,47,0
L20481,36,640,0.222142,5,174,26,84,0.208333,0.13006800000000002,77,19,394,2,0,4,91,6
L23127,20,115,0.696581,4,26,5,7,0.166667,0.216495,21,5,387,2,0,1,75,0
L23279,20,405,0.029728,3,91,4,47,0.14285699999999998,0.127072,46,6,391,0,0,0,32,0
L23166,31,535,0.0,6,91,5,89,0.14285699999999998,0.144603,71,6,401,0,0,0,32,2
L23334,19,251,0.0,3,47,6,35,0.125,0.178899,39,7,386,0,0,0,33,0
L21831,17,78,0.0,2,11,50,3,0.14285699999999998,0.163636,9,6,387,1,1,0,25,0
L21721,20,132,0.0,3,23,32,19,0.2,0.132653,13,8,404,2,1,3,56,0
L23462,19,114,0.0,2,18,10,29,0.25,0.181818,16,6,414,20,0,1,93,1
L23507,19,151,0.0783939,3,37,15,12,0.0909091,0.234375,30,10,388,2,0,1,80,0
L23557,15,27,0.0,0,2,2,2,0.0,0.0909091,1,3,390,2,0,1,82,0
L14874,23,866,0.215132,11,293,18,70,0.666667,0.16583499999999998,133,3,388,1,1,0,33,3
L23605,18,195,0.375717,8,58,11,36,0.0,0.0578035,10,8,397,2,0,4,87,0
L23848,18,112,0.0,3,24,6,23,0.125,0.155556,14,7,386,2,0,1,70,0
L23895,21,49,0.0,0,5,2,9,0.25,0.166667,4,3,389,8,0,1,99,0
L23926,20,47,0.0,0,5,2,9,0.25,0.166667,4,3,387,8,0,1,99,0
L23685,17,144,0.0,4,31,11,24,0.125,0.173913,20,7,398,2,0,4,99,1
L24007,17,137,0.0,4,28,4,19,0.222222,0.176991,20,7,385,6,3,1,90,0
L23608,19,241,0.278846,5,63,13,34,0.333333,0.131455,28,6,400,2,0,5,89,0
L23634,23,95,0.0,2,16,14,18,0.166667,0.235294,16,5,389,6,0,1,95,0
L23580,17,69,0.0,2,11,3,11,0.666667,0.313726,16,2,384,0,0,0,42,0
L23569,16,71,0.0,2,11,12,11,0.5,0.22,11,3,421,2,0,4,105,0
L23574,24,110,0.168196,4,20,13,20,0.25,0.192771,16,3,388,6,0,1,93,0
L24239,18,143,0.0,2,20,6,24,0.25,0.172727,19,6,385,0,0,0,33,0
L24290,18,57,0.0,1,8,9,3,0.0,0.0689655,2,8,384,2,0,1,69,0
L19866,20,249,0.181637,6,62,48,56,0.25,0.19457,43,6,397,1,1,3,45,0
L24346,19,157,0.07118060000000001,4,47,7,11,0.125,0.1875,27,7,386,2,0,1,77,0
L24375,15,27,0.0,0,2,2,2,0.0,0.0909091,1,3,388,2,0,1,79,0
L22837,13,29,0.0,0,3,3,1,0.0,0.0,0,4,384,2,0,1,71,0
L24394,22,45,0.0,2,5,10,3,0.25,0.14285699999999998,3,3,389,5,0,1,73,0
L19677,26,231,0.0,9,68,33,31,0.4,0.08333330000000001,17,3,384,0,0,0,23,0
L21540,41,581,0.267471,6,171,39,87,0.294118,0.17068599999999998,92,12,397,2,0,5,80,4
L13332,30,247,0.216955,4,70,41,43,0.111111,0.130653,26,8,410,0,0,0,54,2
L19771,15,64,0.0,1,12,38,1,0.1,0.34,17,9,387,2,0,4,83,0
L24602,19,74,0.295082,3,16,12,6,0.333333,0.113208,6,4,390,5,0,1,75,0
L20098,19,68,0.0,1,9,12,6,0.111111,0.175,7,8,385,2,0,1,77,0
L21560,13,36,0.0,0,4,6,1,0.0,0.0,0,5,385,2,0,1,72,0
L24792,20,265,0.326468,4,53,7,35,0.428571,0.13852799999999998,32,4,417,20,0,1,117,0
L20875,17,1570,0.8203969999999999,4,54,10,4,0.0384615,0.675287,940,25,412,20,18,1,90,0
L19494,23,367,0.277493,6,101,21,49,0.272727,0.122159,43,8,388,10,2,1,106,1
L24913,23,302,0.117601,5,69,17,46,0.272727,0.15625,45,8,388,10,2,1,106,1
L24970,17,70,0.0,1,10,6,8,0.14285699999999998,0.265306,13,6,415,4,0,1,92,0
L20494,16,56,0.0,1,8,8,5,0.166667,0.236842,9,5,415,4,0,1,91,0
L25016,40,482,0.25,6,119,21,84,0.181818,0.158986,69,9,394,2,0,4,89,1
L20497,42,1115,0.159078,9,338,31,101,0.25,0.143925,154,21,397,5,3,8,108,7
L23072,16,72,0.0,1,12,10,13,0.0,0.0434783,2,8,386,2,0,1,96,1
L20488,19,139,0.0,2,20,11,24,0.111111,0.212963,23,8,386,2,0,1,89,0
L20130,18,140,0.0,5,39,35,33,0.0,0.053571400000000005,6,8,386,6,3,1,87,0
L19749,17,70,0.696203,3,17,29,10,0.111111,0.115385,6,8,384,2,0,1,71,1
L24148,20,266,0.0,6,74,9,46,0.181818,0.135021,32,9,384,0,0,0,37,1
L25465,19,65,0.0,2,9,12,7,0.333333,0.155556,7,4,391,5,0,1,75,0
L20476,41,898,0.259597,6,261,40,106,0.24,0.170237,151,19,419,2,0,4,100,6
L19095,18,96,0.0,2,20,38,20,0.0,0.0615385,4,9,385,6,3,1,87,0
L19028,18,144,0.0,4,25,49,14,0.333333,0.350427,41,8,380,0,0,0,30,0
L21826,19,122,0.28800000000000003,2,21,14,11,0.166667,0.202128,19,10,386,2,0,1,77,0
L25683,19,79,0.0,2,9,6,5,0.5,0.209677,13,3,389,2,0,1,82,0
L21228,21,75,0.0,1,13,9,4,0.222222,0.3125,15,7,381,0,0,0,38,0
L25766,19,69,0.0,1,10,14,10,0.0,0.0277778,1,9,384,2,0,1,89,0
L21345,22,400,0.0,9,79,10,62,0.285714,0.173684,66,5,396,0,0,0,32,1
L25423,20,213,0.0,2,32,6,48,0.222222,0.159091,28,7,388,0,0,0,40,0
L23027,20,130,0.0,1,22,16,12,0.25,0.22619,19,12,384,2,0,1,81,0
L26012,22,82,0.0,3,13,6,19,0.14285699999999998,0.163636,9,6,382,0,0,0,32,0
L26043,20,71,0.307087,3,11,6,7,0.25,0.26,13,6,385,2,0,1,76,0
L21287,20,865,0.201866,6,135,15,80,0.166667,0.168525,136,10,409,0,0,0,44,3
L13281,24,1386,0.229246,9,339,125,145,0.675,0.212509,282,13,421,0,0,0,67,3
L19201,21,117,0.358289,3,29,37,16,0.222222,0.123596,11,7,398,1,1,3,47,0
L19023,29,215,0.0,4,61,101,20,0.210526,0.134831,24,15,384,6,4,1,85,0
L26645,20,309,0.0807577,4,58,9,52,0.222222,0.116608,33,7,414,20,0,1,94,0
L26705,20,277,0.0518192,3,40,5,44,0.14285699999999998,0.118644,28,6,387,0,0,0,32,0
L19503,20,127,0.30485,2,26,34,16,0.272727,0.0961538,10,8,390,8,2,1,98,0
L17462,26,173,0.0,4,45,1,10,0.0,0.0816327,12,11,22,1,1,0,16,0
L17556,33,316,0.0576058,5,43,3,14,0.0,0.0963855,16,12,23,1,1,0,16,1
L17463,20,70,0.0,1,4,5,2,0.0,0.456522,21,1,18,1,0,0,11,0
L17666,21,54,0.0,2,6,1,6,0.0,0.0625,2,4,24,1,0,0,16,0
L14005,21,92,0.0,2,14,28,6,0.25,0.197183,14,6,6,4,4,0,7,0
L17721,16,41,0.0,4,7,1,0,0.0,0.0,0,2,0,0,0,0,2,0
L15542,28,348,0.0850418,5,76,18,18,0.1,0.07258060000000001,18,9,14,2,2,0,25,0
L13676,79,4125,0.134606,57,708,17,71,0.709677,0.182895,556,9,73,7,7,3,112,2
L28543,20,379,0.22973,3,95,8,23,0.0,0.146341,54,4,8,2,2,0,22,0
L28666,16,115,0.275391,5,22,2,11,0.0,0.0510204,5,3,16,11,1,0,45,0
L28686,15,44,0.0,2,13,1,5,0.0,0.0,0,2,17,12,1,0,50,0
L16004,26,1101,0.124248,7,263,33,58,0.657895,0.287379,296,13,31,18,18,0,55,0
L28544,13,84,0.239316,3,14,12,0,0.0,0.0,0,10,3,0,0,0,10,0
L14016,14,134,0.449123,2,13,27,0,0.5,0.266129,33,5,34,3,3,0,9,0
L28554,13,48,0.0,3,7,1,0,0.0,0.0294118,1,4,3,2,2,0,4,0
L28794,21,393,0.0695946,5,86,4,35,0.5,0.203125,78,9,12,8,8,0,34,0
L29175,13,56,0.0,2,10,1,5,0.0,0.0,0,3,13,9,1,0,39,0
L28801,20,137,0.0,2,17,1,4,0.857143,0.344262,42,1,13,4,4,0,17,0
L28667,20,494,0.0500245,9,113,7,11,0.5,0.17119,82,10,15,10,10,0,41,0
L28695,15,53,0.336032,2,13,3,5,0.0,0.0,0,2,16,11,1,0,46,0
L29274,15,54,0.0,2,17,1,6,0.0,0.025641000000000004,1,2,17,12,1,0,51,0
L19634,18,260,0.0,7,53,30,8,0.363636,0.224066,54,7,9,0,0,0,15,1
L29452,13,21,0.0,0,1,1,0,0.0,0.0,0,2,2,0,0,0,1,0
L21313,13,84,0.0,2,12,3,8,0.4,0.352941,24,3,10,0,0,0,22,0
L29480,15,210,0.238602,2,37,2,2,0.909091,0.401961,82,1,4,0,0,0,12,0
L19133,29,6701,0.66686,11,1720,78,93,0.0749186,0.13931500000000002,989,284,42,4,4,0,327,3
L21681,23,1000,0.271598,6,121,9,34,0.545455,0.333619,389,10,415,0,0,0,26,1
L30557,13,148,0.335043,4,33,1,0,0.875,0.333333,47,1,3,0,0,0,7,0
L25742,16,83,0.0,3,15,5,4,0.0,0.202703,15,6,6,0,0,0,7,1
L30561,13,148,0.335043,4,33,1,0,0.875,0.333333,47,1,3,0,0,0,7,0
L30565,13,170,0.8092779999999999,2,37,1,0,0.9,0.385093,62,1,4,0,0,0,10,0
L29384,13,33,0.0,0,3,6,0,0.25,0.3125,5,3,3,0,0,0,3,0
L30569,13,170,0.806507,2,37,1,0,0.9,0.385093,62,1,4,0,0,0,10,0
L30861,13,158,0.343545,2,26,1,0,0.9,0.398649,59,1,4,0,0,0,10,0
L27711,18,378,0.247409,6,104,1,5,0.0,0.0491803,18,14,16,4,4,0,16,0
L26174,30,538,0.189516,7,93,3,50,0.030303,0.188586,76,32,48,8,4,0,376,2
L27724,17,240,0.360743,3,55,3,3,0.0,0.181416,41,14,13,0,0,1,14,0
L17658,13,36,0.0,0,3,35,2,0.0,0.0,0,4,6,1,1,0,3,0
L16370,16,71,0.0,1,13,9,2,0.0,0.113208,6,8,3,1,1,0,7,0
L16367,19,113,0.0,3,24,30,4,0.571429,0.285714,28,3,3,2,2,0,6,0
L28615,17,38,0.0,0,3,4,0,0.5,0.347826,8,2,1,1,1,0,3,0
L28610,17,48,0.0,0,4,4,0,0.6,0.322581,10,2,2,2,2,0,4,0
L17503,13,104,0.0,1,16,19,2,0.6153850000000001,0.407407,33,5,4,4,4,0,12,0
L31888,20,217,0.0,1,48,1,29,0.0285714,0.050955400000000005,8,34,10,0,0,1,44,0
L21650,32,253,0.0,4,48,7,18,0.272727,0.134259,29,8,150,4,0,0,38,2
L26139,26,317,0.260482,5,76,1,23,0.333333,0.106529,31,4,148,4,0,0,36,0
L19300,35,606,0.10031,8,130,63,27,0.230769,0.225275,123,20,141,4,4,0,28,2
L19073,16,389,0.266212,3,52,78,1,0.8809520000000001,0.658537,216,5,8,0,0,1,41,0
L19069,23,98,0.0,1,7,6,5,0.2,0.0933333,7,4,154,4,0,0,42,2
L21282,20,58,0.0,2,8,6,5,0.14285699999999998,0.157895,6,6,142,4,0,0,34,0
L24259,22,52,0.0,2,7,2,5,0.25,0.193548,6,3,144,4,0,0,37,0
L22355,27,469,0.31000500000000003,5,106,4,32,0.272727,0.07816089999999999,34,8,159,4,0,0,46,0
L26115,26,376,0.378744,5,75,6,2,0.555556,0.211957,78,4,20,0,0,1,60,0
L25808,20,52,0.0,1,6,8,5,0.166667,0.181818,6,5,143,4,0,0,33,0
L20342,25,1697,0.110714,7,362,40,5,0.125,0.15993,273,35,20,0,0,1,53,0
L32558,13,43,0.0,0,7,7,0,0.0,0.08,2,6,155,0,0,0,39,0
L32576,13,53,0.0,0,12,3,0,0.0,0.155556,7,12,153,0,0,0,45,0
L32595,13,56,0.0,0,12,4,0,0.0,0.13333299999999998,6,12,153,0,0,0,45,0
L18304,27,1383,0.29649000000000003,5,411,192,2,0.352941,0.217803,345,11,218,4,4,0,17,1
L18006,13,43,0.0,0,4,4,0,0.666667,0.333333,9,1,7,0,0,0,2,0
L14403,18,1598,0.8707940000000001,4,915,104,11,0.0285714,0.0946036,142,34,152,0,0,0,34,0
L14496,13,67,0.0,1,13,7,0,0.0,0.0465116,2,12,153,0,0,0,45,0
L14499,13,64,0.0,0,12,5,0,0.0,0.0487805,2,12,153,0,0,0,45,0
L33063,13,99,0.0,1,27,6,0,0.0,0.0657895,5,12,168,0,0,0,45,0
L14493,13,58,0.0,1,13,6,0,0.0,0.0869565,4,12,154,0,0,0,45,0
L33148,13,53,0.0,0,12,3,0,0.0,0.136364,6,12,153,0,0,0,45,0
L27490,13,46,0.0,0,5,5,0,0.0,0.37037,10,5,153,0,0,0,38,0
L13357,18,202,0.183415,3,54,38,9,0.428571,0.13559300000000002,24,4,2,2,2,1,11,0
L15117,13,85,0.0,3,16,5,2,0.0,0.0526316,2,2,1,4,4,1,28,0
L14363,19,273,0.0,4,64,44,27,0.36,0.211864,50,16,46,2,1,0,84,0
L14477,13,204,0.30315,2,72,21,1,0.357143,0.108571,19,9,42,2,1,0,74,0
L15126,13,24,0.0,0,3,1,1,0.0,0.0,0,3,44,4,1,2,27,0
L33491,33,1064,0.128996,5,304,17,109,0.692308,0.172545,181,8,61,18,6,1,179,1
L13352,15,110,0.0,0,9,185,0,0.9,0.428571,39,1,28,1,1,0,9,0
L13272,20,920,0.0635018,7,208,195,67,0.653846,0.260274,228,9,274,30,4,0,114,1
L33432,17,261,0.138837,4,48,10,25,0.363636,0.13733900000000002,32,7,63,12,0,1,173,0
L13307,31,1209,0.0869061,7,320,102,134,0.375,0.157343,180,5,264,26,0,0,111,1
L13346,21,796,0.0414914,7,233,46,97,0.333333,0.163073,121,8,275,28,2,0,115,4
L14270,17,110,0.0,4,24,15,3,0.375,0.223529,19,5,3,4,4,2,9,0
L13530,20,362,0.226714,5,81,84,21,0.62963,0.25,80,10,35,4,3,2,41,3
L21906,16,48,0.0,1,7,11,3,0.166667,0.181818,6,5,32,1,0,0,12,0
L34364,16,29,0.0,0,3,3,2,0.0,0.13333299999999998,2,4,33,1,0,0,15,0
L33401,16,151,0.0537634,5,31,6,1,0.285714,0.197368,30,5,9,1,1,0,6,0
L34603,13,22,0.0,0,1,1,0,0.0,0.0,0,2,2,0,0,0,1,0
L19464,20,252,0.307542,3,49,19,25,0.466667,0.180995,40,8,78,25,0,5,222,0
L14940,22,240,0.0,5,52,56,13,0.454545,0.183575,38,6,43,3,2,2,25,0
L13625,30,1412,0.142298,5,356,96,84,0.558824,0.212278,287,15,167,12,12,1,44,3
L26338,15,58,0.0,3,12,6,12,0.4,0.232558,10,3,72,25,0,3,212,0
L13516,24,1054,0.185864,6,275,103,57,0.688525,0.207179,202,19,37,7,6,5,70,3
L13325,26,486,0.110775,6,110,77,43,0.5,0.262921,117,6,286,30,0,0,129,1
L14847,20,871,0.069354,8,298,10,59,0.25,0.189157,157,3,5,0,0,0,39,3
L35039,17,804,0.114964,7,303,1,67,0.0,0.161708,125,3,5,0,0,0,68,8
L15622,19,77,0.0,2,7,7,3,0.6,0.368421,21,2,61,18,0,2,184,0
L19387,13,217,0.0,4,50,12,10,0.642857,0.248677,47,5,72,25,2,3,207,1
L14884,17,227,0.0,3,48,51,14,0.4,0.295566,60,6,159,6,5,0,27,4
L35680,22,62,0.0,0,6,4,5,0.8,0.386364,17,1,36,4,0,3,45,0
L20753,22,524,0.111404,6,113,11,36,1.0,0.25095100000000004,132,0,45,7,0,5,90,0
L23819,21,295,0.37987,4,40,9,17,0.875,0.171429,42,1,38,7,0,5,83,0
L14642,22,1075,0.183035,6,259,31,91,0.829787,0.256362,272,8,62,18,6,1,191,2
L33915,15,55,0.0,0,7,7,1,0.666667,0.243243,9,2,31,1,0,0,14,0
L23970,13,36,0.0,0,3,17,1,0.5,0.238095,5,2,37,4,0,2,44,0
L19521,13,44,0.0,1,10,18,1,0.2,0.166667,5,4,39,7,0,5,74,0
L34739,13,32,0.0,0,3,1,1,0.5,0.277778,5,1,160,6,0,0,30,0
L23004,17,90,0.0,3,14,28,2,0.625,0.30137,22,3,54,12,0,1,147,0
L19534,20,186,0.1024,4,38,10,25,0.6153850000000001,0.25,42,5,62,18,0,1,204,0
L12809,33,1225,0.237187,8,357,168,35,0.479452,0.197475,219,38,52,12,11,1,282,1
L19740,26,3726,0.08521210000000001,12,1175,149,144,0.5217390000000001,0.15954300000000002,586,33,262,26,26,0,85,8
L33634,15,68,0.0,3,18,3,2,0.0,0.0925926,5,6,4,0,0,0,5,0
L13498,32,1667,0.182899,11,476,61,118,0.574468,0.141469,233,20,67,23,11,3,194,6
L19390,27,59,0.0,0,2,12,3,0.0,0.0740741,2,3,45,3,0,2,27,0
L36665,15,24,0.0,0,1,1,1,0.0,0.0,0,2,36,4,0,2,42,0
L25086,18,418,0.289959,6,77,7,17,0.5,0.175573,69,4,53,7,0,5,78,2
L14337,28,1098,0.319786,7,330,244,20,0.678571,0.176763,178,18,40,2,1,0,66,3
L14650,20,455,0.05809640000000001,8,117,54,26,0.652174,0.25,107,8,58,12,0,1,163,1
L33530,13,56,0.0,3,10,1,8,0.0,0.2,9,3,4,4,2,1,14,1
L33387,15,84,0.0,3,18,10,8,0.0,0.15492999999999998,11,3,54,12,0,2,146,0
L36466,13,25,0.0,0,2,1,1,0.0,0.0,0,3,38,7,0,5,72,1
L15311,17,68,0.0,1,12,83,2,0.111111,0.137255,7,8,34,2,1,1,16,0
L15438,24,666,0.374308,5,151,23,29,0.8846149999999999,0.300442,204,3,62,12,0,1,167,1
L37214,24,1658,0.142709,10,462,23,31,0.5,0.184906,294,1,136,4,4,0,42,7
L38322,24,906,0.13155899999999998,7,231,11,43,0.5,0.17931,156,2,142,6,2,0,53,3
L21848,13,30,0.0,0,2,4,0,0.0,0.0625,1,3,4,0,0,0,2,0
L19186,47,10488,0.4401350000000001,7,2243,66,180,0.2,0.213747,2127,44,411,11,11,2,917,4
L39209,24,233,0.0,5,39,8,15,0.0,0.0236686,4,14,14,0,0,1,47,0
L39101,25,471,0.164304,5,96,6,28,0.681818,0.247573,102,7,128,0,0,0,64,0
L38647,26,339,0.134529,2,69,16,2,0.727273,0.33012800000000003,103,9,4,0,0,0,34,0
L39226,26,268,0.387795,5,60,6,14,0.5,0.166667,40,7,12,0,0,0,47,0
L40676,19,57,0.0,1,8,1,3,0.375,0.263158,10,5,5,0,0,0,41,0
L38937,24,325,0.433541,3,65,6,23,0.4375,0.19661,58,9,133,0,0,0,62,0
L40288,24,163,0.606526,5,34,3,7,0.5,0.20438,28,6,11,0,0,0,52,0
L38926,38,655,0.364238,7,141,6,37,0.5,0.187086,113,11,131,0,0,0,56,0
L40390,19,54,0.0,1,8,3,3,0.375,0.277778,10,5,5,0,0,0,41,0
L39121,31,745,0.360301,6,176,10,35,0.37037,0.125547,86,17,139,0,0,0,67,0
L38916,25,283,0.288641,3,46,3,17,0.333333,0.156,39,10,13,0,0,0,48,0
L37676,17,241,0.0,4,54,9,5,0.0,0.005,1,18,230,30,5,5,75,0
L31103,14,73,0.531034,3,10,6,0,0.0,0.0,0,2,13,0,0,0,1,0
L37236,26,3892,0.941664,10,1240,62,18,0.183673,0.15253,606,40,221,25,25,3,57,1
L41554,21,356,0.0,3,57,39,1,0.0666667,0.015528,5,14,15,1,1,0,16,0
L41636,47,623,0.08644860000000001,6,104,6,72,0.5,0.1537,81,1,17,1,1,0,22,0
L41637,33,562,0.228616,5,122,2,9,0.0,0.0754717,40,1,4,0,0,0,11,0
L37614,23,2575,0.15415299999999998,7,455,1,47,0.0,0.233494,534,5,176,3,3,0,33,0
L37641,19,291,0.0,6,47,1,6,0.0555556,0.0231481,5,17,126,1,1,0,19,0
L38265,20,179,0.0,5,22,3,6,0.0,0.0615385,4,4,3,0,0,0,10,0
L13699,25,78,0.0,1,12,39,11,0.14285699999999998,0.173077,9,6,6,0,0,0,6,0
L16959,24,41,0.0,0,2,11,2,0.666667,0.47619,10,1,8,0,0,0,8,0
L19061,22,29,0.0,0,1,7,1,0.5,0.538462,7,1,10,0,0,0,10,0
L19054,22,29,0.0,0,1,5,1,0.5,0.538462,7,1,9,0,0,0,9,0
L13368,18,289,0.135678,3,58,11,2,0.761905,0.398496,106,5,575,13,11,4,22,0
L16979,24,238,0.0,4,30,42,10,0.454545,0.259091,57,6,6,3,3,1,11,0
L42205,31,193,0.0,3,18,8,11,0.5,0.185629,31,4,4,0,0,0,7,0
L19251,33,7245,0.213615,13,1356,161,82,0.0246914,0.038180800000000015,272,395,9,3,3,0,433,8
L14502,19,24,0.0,0,1,4,0,0.5,0.538462,7,1,1,0,0,0,1,0
L34265,15,71,0.16092,2,16,1,2,0.0,0.08474580000000001,5,9,4,0,0,0,8,0
L44379,18,421,0.4329270000000001,4,75,3,0,1.0,0.286842,109,0,14,0,0,0,3,0
L17957,21,131,0.0,2,28,5,0,0.14285699999999998,0.168067,20,6,3,2,2,0,11,0
L21856,16,129,0.0,3,25,1,0,0.111111,0.0776699,8,8,3,0,0,0,9,0
L17859,17,98,0.351429,2,23,2,0,0.125,0.114943,10,7,4,0,0,0,8,0
L44518,18,156,0.472269,2,32,2,2,0.1,0.078125,10,9,5,0,0,0,10,0
L44552,17,101,0.334239,2,23,1,0,0.125,0.111111,10,7,4,0,0,0,8,0
L18602,18,162,0.457143,2,34,19,2,0.0909091,0.0746269,10,10,4,0,0,0,11,0
L44599,16,155,0.442464,2,31,11,0,0.0909091,0.0775194,10,10,4,0,0,0,11,0
L44633,16,155,0.4375,2,31,1,0,0.0909091,0.0775194,10,10,4,0,0,0,11,0
L34714,16,105,0.712871,2,26,2,3,0.0,0.0860215,8,8,4,0,0,0,8,0
L34278,16,105,0.542787,2,27,2,2,0.0,0.076087,7,8,4,0,0,0,8,0
L44707,24,245,0.0,3,22,15,1,0.714286,0.301775,51,2,39,0,0,0,10,0
L34273,13,135,0.0,2,29,10,0,0.125,0.132653,13,14,4,0,0,0,15,0
L33504,18,167,0.07162160000000001,3,46,28,0,0.08333330000000001,0.0965517,14,11,4,1,1,0,12,0
L34269,15,96,0.0,2,18,1,1,0.0,0.07692310000000001,5,11,4,0,0,0,10,0
L35359,18,141,0.0870279,3,37,26,0,0.0909091,0.125,15,10,3,0,0,0,11,0
L44880,20,143,0.100318,3,37,3,2,0.0909091,0.117647,14,10,3,0,0,0,11,0
L44923,31,771,0.159949,5,145,128,9,0.8260870000000001,0.296245,213,4,18,7,7,0,25,1
L56274,17,23,0.0,0,0,1,0,0.0,0.0,0,1,11,3,0,3,11,0
L50302,15,22,0.0,0,0,8,0,0.0,0.5,3,1,8,7,0,6,17,0
L50203,20,96,0.460829,2,16,11,11,0.1,0.078125,5,9,43,49,8,0,95,1
L56227,18,37,0.0,0,0,3,0,1.0,0.736842,14,0,7,4,0,3,11,0
L48967,30,138,0.0,4,23,6,8,0.222222,0.242991,26,7,6,4,4,0,9,0
L56320,15,86,0.0,1,18,2,0,0.1,0.166667,12,9,3,2,2,2,10,0
L56352,23,64,0.565217,4,8,1,2,0.5,0.292683,12,1,19,11,0,4,62,0
L56377,21,74,0.0,2,6,2,14,1.0,0.37037,20,0,19,12,1,4,62,0
L56427,28,137,0.187952,3,24,3,22,0.5,0.290598,34,6,41,78,8,1,147,2
L56430,32,200,0.224522,7,34,7,22,0.833333,0.244048,41,2,41,72,8,1,231,1
L56614,28,646,0.127881,6,138,4,74,0.6,0.172471,104,10,45,90,20,1,170,1
L50954,42,1065,0.289628,6,211,18,92,0.833333,0.25,255,11,58,102,34,1,203,1
L48944,45,367,0.0,3,75,2,48,0.5,0.109215,32,2,6,0,0,0,19,0
L57310,32,479,0.0,4,86,2,4,0.954545,0.259009,115,1,11,7,7,3,27,0
L57448,21,76,0.0,2,9,1,5,1.0,0.375,21,0,11,6,0,3,50,0
