ID,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L21594,0.0,3,18,12,26,0.14285699999999998,0.166667,15,6,387,2,0,1,68,0
L20402,0.115502,5,52,4,51,0.08333330000000001,0.169675,47,11,410,0,0,1,58,1
L21753,0.213961,5,48,7,28,0.3,0.31967199999999996,117,7,421,20,0,1,121,0
L12804,0.047699,14,183,83,53,0.304348,0.12218599999999999,76,16,414,2,2,0,44,1
L20244,0.0771605,3,48,20,25,0.1,0.212121,35,9,415,4,0,1,86,0
L22086,0.0,5,141,9,53,0.2,0.157895,75,8,421,20,0,1,95,0
L13303,0.22378499999999998,5,122,36,90,0.3125,0.140969,64,11,410,0,0,0,62,1
L22298,0.0,3,17,4,18,0.0,0.13513499999999998,10,5,384,0,0,0,33,0
L22329,0.0,2,32,4,44,0.14285699999999998,0.17058800000000002,29,6,385,0,0,0,32,0
L22395,0.718062,4,26,5,7,0.166667,0.21052600000000002,20,5,386,2,0,1,75,0
L22343,0.0,1,9,10,8,0.125,0.0882353,3,7,380,0,0,0,33,0
L22462,0.41564300000000004,5,179,8,62,0.461538,0.192124,161,7,415,20,0,1,125,0
L22158,0.200321,6,104,23,61,0.13333299999999998,0.166667,67,13,393,0,0,3,43,1
L19290,0.262388,8,252,191,58,0.583333,0.254107,232,15,384,2,2,1,63,0
L22801,0.0,0,6,5,3,0.571429,0.320755,17,3,386,2,0,1,83,0
L22836,0.3,3,11,5,7,0.25,0.244898,12,6,385,2,0,1,76,0
L13321,0.13055999999999998,7,88,67,67,0.2,0.214815,58,8,400,1,1,3,47,0
L20481,0.222142,5,174,26,84,0.208333,0.13006800000000002,77,19,394,2,0,4,91,1
L23127,0.696581,4,26,5,7,0.166667,0.216495,21,5,387,2,0,1,75,0
L23279,0.029727999999999997,3,91,4,47,0.14285699999999998,0.127072,46,6,391,0,0,0,32,0
L23166,0.0,6,91,5,89,0.14285699999999998,0.144603,71,6,401,0,0,0,32,1
L23334,0.0,3,47,6,35,0.125,0.178899,39,7,386,0,0,0,33,0
L21831,0.0,2,11,50,3,0.14285699999999998,0.163636,9,6,387,1,1,0,25,0
L21721,0.0,3,23,32,19,0.2,0.132653,13,8,404,2,1,3,56,0
L23462,0.0,2,18,10,29,0.25,0.181818,16,6,414,20,0,1,93,1
L23507,0.0783939,3,37,15,12,0.0909091,0.234375,30,10,388,2,0,1,80,0
L23557,0.0,0,2,2,2,0.0,0.0909091,1,3,390,2,0,1,82,0
L14874,0.21513200000000002,11,293,18,70,0.666667,0.16583499999999998,133,3,388,1,1,0,33,1
L23605,0.375717,8,58,11,36,0.0,0.057803499999999994,10,8,397,2,0,4,87,0
L23848,0.0,3,24,6,23,0.125,0.155556,14,7,386,2,0,1,70,0
L23895,0.0,0,5,2,9,0.25,0.166667,4,3,389,8,0,1,99,0
L23926,0.0,0,5,2,9,0.25,0.166667,4,3,387,8,0,1,99,0
L23685,0.0,4,31,11,24,0.125,0.173913,20,7,398,2,0,4,99,1
L24007,0.0,4,28,4,19,0.22222199999999998,0.176991,20,7,385,6,3,1,90,0
L23608,0.278846,5,63,13,34,0.333333,0.131455,28,6,400,2,0,5,89,0
L23634,0.0,2,16,14,18,0.166667,0.235294,16,5,389,6,0,1,95,0
L23580,0.0,2,11,3,11,0.666667,0.313726,16,2,384,0,0,0,42,0
L23569,0.0,2,11,12,11,0.5,0.22,11,3,421,2,0,4,105,0
L23574,0.168196,4,20,13,20,0.25,0.192771,16,3,388,6,0,1,93,0
L24239,0.0,2,20,6,24,0.25,0.172727,19,6,385,0,0,0,33,0
L24290,0.0,1,8,9,3,0.0,0.0689655,2,8,384,2,0,1,69,0
L19866,0.181637,6,62,48,56,0.25,0.19457,43,6,397,1,1,3,45,0
L24346,0.07118060000000001,4,47,7,11,0.125,0.1875,27,7,386,2,0,1,77,0
L24375,0.0,0,2,2,2,0.0,0.0909091,1,3,388,2,0,1,79,0
L22837,0.0,0,3,3,1,0.0,0.0,0,4,384,2,0,1,71,0
L24394,0.0,2,5,10,3,0.25,0.14285699999999998,3,3,389,5,0,1,73,0
L19677,0.0,9,68,33,31,0.4,0.08333330000000001,17,3,384,0,0,0,23,0
L21540,0.267471,6,171,39,87,0.294118,0.17068599999999998,92,12,397,2,0,5,80,1
L13332,0.216955,4,70,41,43,0.11111099999999999,0.130653,26,8,410,0,0,0,54,1
L19771,0.0,1,12,38,1,0.1,0.34,17,9,387,2,0,4,83,0
L24602,0.295082,3,16,12,6,0.333333,0.11320799999999999,6,4,390,5,0,1,75,0
L20098,0.0,1,9,12,6,0.11111099999999999,0.175,7,8,385,2,0,1,77,0
L21560,0.0,0,4,6,1,0.0,0.0,0,5,385,2,0,1,72,0
L24792,0.326468,4,53,7,35,0.428571,0.13852799999999998,32,4,417,20,0,1,117,0
L20875,0.8203969999999999,4,54,10,4,0.0384615,0.675287,940,25,412,20,18,1,90,0
L19494,0.277493,6,101,21,49,0.272727,0.12215899999999999,43,8,388,10,2,1,106,1
L24913,0.117601,5,69,17,46,0.272727,0.15625,45,8,388,10,2,1,106,1
L24970,0.0,1,10,6,8,0.14285699999999998,0.265306,13,6,415,4,0,1,92,0
L20494,0.0,1,8,8,5,0.166667,0.236842,9,5,415,4,0,1,91,0
L25016,0.25,6,119,21,84,0.181818,0.158986,69,9,394,2,0,4,89,1
L20497,0.159078,9,338,31,101,0.25,0.143925,154,21,397,5,3,8,108,1
L23072,0.0,1,12,10,13,0.0,0.043478300000000004,2,8,386,2,0,1,96,1
L20488,0.0,2,20,11,24,0.11111099999999999,0.212963,23,8,386,2,0,1,89,0
L20130,0.0,5,39,35,33,0.0,0.053571400000000005,6,8,386,6,3,1,87,0
L19749,0.696203,3,17,29,10,0.11111099999999999,0.11538499999999999,6,8,384,2,0,1,71,1
L24148,0.0,6,74,9,46,0.181818,0.135021,32,9,384,0,0,0,37,1
L25465,0.0,2,9,12,7,0.333333,0.155556,7,4,391,5,0,1,75,0
L20476,0.25959699999999997,6,261,40,106,0.24,0.170237,151,19,419,2,0,4,100,1
L19095,0.0,2,20,38,20,0.0,0.061538499999999996,4,9,385,6,3,1,87,0
L19028,0.0,4,25,49,14,0.333333,0.350427,41,8,380,0,0,0,30,0
L21826,0.28800000000000003,2,21,14,11,0.166667,0.202128,19,10,386,2,0,1,77,0
L25683,0.0,2,9,6,5,0.5,0.209677,13,3,389,2,0,1,82,0
L21228,0.0,1,13,9,4,0.22222199999999998,0.3125,15,7,381,0,0,0,38,0
L25766,0.0,1,10,14,10,0.0,0.027777800000000002,1,9,384,2,0,1,89,0
L21345,0.0,9,79,10,62,0.28571399999999997,0.173684,66,5,396,0,0,0,32,1
L25423,0.0,2,32,6,48,0.22222199999999998,0.159091,28,7,388,0,0,0,40,0
L23027,0.0,1,22,16,12,0.25,0.22619,19,12,384,2,0,1,81,0
L26012,0.0,3,13,6,19,0.14285699999999998,0.163636,9,6,382,0,0,0,32,0
L26043,0.307087,3,11,6,7,0.25,0.26,13,6,385,2,0,1,76,0
L21287,0.20186600000000002,6,135,15,80,0.166667,0.168525,136,10,409,0,0,0,44,1
L13281,0.229246,9,339,125,145,0.675,0.212509,282,13,421,0,0,0,67,1
L19201,0.35828899999999997,3,29,37,16,0.22222199999999998,0.123596,11,7,398,1,1,3,47,0
L19023,0.0,4,61,101,20,0.21052600000000002,0.134831,24,15,384,6,4,1,85,0
L26645,0.0807577,4,58,9,52,0.22222199999999998,0.11660799999999999,33,7,414,20,0,1,94,0
L26705,0.0518192,3,40,5,44,0.14285699999999998,0.118644,28,6,387,0,0,0,32,0
L19503,0.30485,2,26,34,16,0.272727,0.0961538,10,8,390,8,2,1,98,0
L17462,0.0,4,45,1,10,0.0,0.0816327,12,11,22,1,1,0,16,0
L17556,0.0576058,5,43,3,14,0.0,0.0963855,16,12,23,1,1,0,16,1
L17463,0.0,1,4,5,2,0.0,0.45652200000000004,21,1,18,1,0,0,11,0
L17666,0.0,2,6,1,6,0.0,0.0625,2,4,24,1,0,0,16,0
L14005,0.0,2,14,28,6,0.25,0.197183,14,6,6,4,4,0,7,0
L17721,0.0,4,7,1,0,0.0,0.0,0,2,0,0,0,0,2,0
L15542,0.0850418,5,76,18,18,0.1,0.07258060000000001,18,9,14,2,2,0,25,0
L13676,0.134606,57,708,17,71,0.709677,0.182895,556,9,73,7,7,3,112,1
L28543,0.22973000000000002,3,95,8,23,0.0,0.146341,54,4,8,2,2,0,22,0
L28666,0.275391,5,22,2,11,0.0,0.0510204,5,3,16,11,1,0,45,0
L28686,0.0,2,13,1,5,0.0,0.0,0,2,17,12,1,0,50,0
L16004,0.124248,7,263,33,58,0.657895,0.287379,296,13,31,18,18,0,55,0
L28544,0.23931599999999997,3,14,12,0,0.0,0.0,0,10,3,0,0,0,10,0
L14016,0.44912299999999994,2,13,27,0,0.5,0.266129,33,5,34,3,3,0,9,0
L28554,0.0,3,7,1,0,0.0,0.0294118,1,4,3,2,2,0,4,0
L28794,0.0695946,5,86,4,35,0.5,0.203125,78,9,12,8,8,0,34,0
L29175,0.0,2,10,1,5,0.0,0.0,0,3,13,9,1,0,39,0
L28801,0.0,2,17,1,4,0.857143,0.344262,42,1,13,4,4,0,17,0
L28667,0.0500245,9,113,7,11,0.5,0.17119,82,10,15,10,10,0,41,0
L28695,0.336032,2,13,3,5,0.0,0.0,0,2,16,11,1,0,46,0
L29274,0.0,2,17,1,6,0.0,0.025641000000000004,1,2,17,12,1,0,51,0
L19634,0.0,7,53,30,8,0.363636,0.224066,54,7,9,0,0,0,15,1
L29452,0.0,0,1,1,0,0.0,0.0,0,2,2,0,0,0,1,0
L21313,0.0,2,12,3,8,0.4,0.352941,24,3,10,0,0,0,22,0
L29480,0.238602,2,37,2,2,0.909091,0.401961,82,1,4,0,0,0,12,0
L19133,0.66686,11,1720,78,93,0.0749186,0.13931500000000002,989,284,42,4,4,0,327,1
L21681,0.271598,6,121,9,34,0.545455,0.333619,389,10,415,0,0,0,26,1
L30557,0.335043,4,33,1,0,0.875,0.333333,47,1,3,0,0,0,7,0
L25742,0.0,3,15,5,4,0.0,0.202703,15,6,6,0,0,0,7,1
L30561,0.335043,4,33,1,0,0.875,0.333333,47,1,3,0,0,0,7,0
L30565,0.8092779999999999,2,37,1,0,0.9,0.38509299999999996,62,1,4,0,0,0,10,0
L29384,0.0,0,3,6,0,0.25,0.3125,5,3,3,0,0,0,3,0
L30569,0.806507,2,37,1,0,0.9,0.38509299999999996,62,1,4,0,0,0,10,0
L30861,0.343545,2,26,1,0,0.9,0.398649,59,1,4,0,0,0,10,0
L27711,0.24740900000000002,6,104,1,5,0.0,0.0491803,18,14,16,4,4,0,16,0
L26174,0.18951600000000002,7,93,3,50,0.030302999999999997,0.188586,76,32,48,8,4,0,376,1
L27724,0.360743,3,55,3,3,0.0,0.18141600000000002,41,14,13,0,0,1,14,0
L17658,0.0,0,3,35,2,0.0,0.0,0,4,6,1,1,0,3,0
L16370,0.0,1,13,9,2,0.0,0.11320799999999999,6,8,3,1,1,0,7,0
L16367,0.0,3,24,30,4,0.571429,0.28571399999999997,28,3,3,2,2,0,6,0
L28615,0.0,0,3,4,0,0.5,0.347826,8,2,1,1,1,0,3,0
L28610,0.0,0,4,4,0,0.6,0.322581,10,2,2,2,2,0,4,0
L17503,0.0,1,16,19,2,0.6153850000000001,0.407407,33,5,4,4,4,0,12,0
L31888,0.0,1,48,1,29,0.0285714,0.050955400000000005,8,34,10,0,0,1,44,0
L21650,0.0,4,48,7,18,0.272727,0.134259,29,8,150,4,0,0,38,1
L26139,0.260482,5,76,1,23,0.333333,0.106529,31,4,148,4,0,0,36,0
L19300,0.10031,8,130,63,27,0.230769,0.225275,123,20,141,4,4,0,28,1
L19073,0.266212,3,52,78,1,0.8809520000000001,0.658537,216,5,8,0,0,1,41,0
L19069,0.0,1,7,6,5,0.2,0.09333330000000001,7,4,154,4,0,0,42,1
L21282,0.0,2,8,6,5,0.14285699999999998,0.157895,6,6,142,4,0,0,34,0
L24259,0.0,2,7,2,5,0.25,0.193548,6,3,144,4,0,0,37,0
L22355,0.31000500000000003,5,106,4,32,0.272727,0.07816089999999999,34,8,159,4,0,0,46,0
L26115,0.378744,5,75,6,2,0.555556,0.211957,78,4,20,0,0,1,60,0
L25808,0.0,1,6,8,5,0.166667,0.181818,6,5,143,4,0,0,33,0
L20342,0.110714,7,362,40,5,0.125,0.15993,273,35,20,0,0,1,53,0
L32558,0.0,0,7,7,0,0.0,0.08,2,6,155,0,0,0,39,0
L32576,0.0,0,12,3,0,0.0,0.155556,7,12,153,0,0,0,45,0
L32595,0.0,0,12,4,0,0.0,0.13333299999999998,6,12,153,0,0,0,45,0
L18304,0.29649000000000003,5,411,192,2,0.352941,0.21780300000000002,345,11,218,4,4,0,17,1
L18006,0.0,0,4,4,0,0.666667,0.333333,9,1,7,0,0,0,2,0
L14403,0.8707940000000001,4,915,104,11,0.0285714,0.09460360000000001,142,34,152,0,0,0,34,0
L14496,0.0,1,13,7,0,0.0,0.0465116,2,12,153,0,0,0,45,0
L14499,0.0,0,12,5,0,0.0,0.0487805,2,12,153,0,0,0,45,0
L33063,0.0,1,27,6,0,0.0,0.0657895,5,12,168,0,0,0,45,0
L14493,0.0,1,13,6,0,0.0,0.0869565,4,12,154,0,0,0,45,0
L33148,0.0,0,12,3,0,0.0,0.136364,6,12,153,0,0,0,45,0
L27490,0.0,0,5,5,0,0.0,0.37037,10,5,153,0,0,0,38,0
L13357,0.18341500000000002,3,54,38,9,0.428571,0.13559300000000002,24,4,2,2,2,1,11,0
L15117,0.0,3,16,5,2,0.0,0.0526316,2,2,1,4,4,1,28,0
L14363,0.0,4,64,44,27,0.36,0.211864,50,16,46,2,1,0,84,0
L14477,0.30315,2,72,21,1,0.357143,0.108571,19,9,42,2,1,0,74,0
L15126,0.0,0,3,1,1,0.0,0.0,0,3,44,4,1,2,27,0
L33491,0.128996,5,304,17,109,0.692308,0.172545,181,8,61,18,6,1,179,1
L13352,0.0,0,9,185,0,0.9,0.428571,39,1,28,1,1,0,9,0
L13272,0.0635018,7,208,195,67,0.653846,0.260274,228,9,274,30,4,0,114,1
L33432,0.138837,4,48,10,25,0.363636,0.13733900000000002,32,7,63,12,0,1,173,0
L13307,0.0869061,7,320,102,134,0.375,0.157343,180,5,264,26,0,0,111,1
L13346,0.0414914,7,233,46,97,0.333333,0.163073,121,8,275,28,2,0,115,1
L14270,0.0,4,24,15,3,0.375,0.223529,19,5,3,4,4,2,9,0
L13530,0.226714,5,81,84,21,0.62963,0.25,80,10,35,4,3,2,41,1
L21906,0.0,1,7,11,3,0.166667,0.181818,6,5,32,1,0,0,12,0
L34364,0.0,0,3,3,2,0.0,0.13333299999999998,2,4,33,1,0,0,15,0
L33401,0.0537634,5,31,6,1,0.28571399999999997,0.19736800000000002,30,5,9,1,1,0,6,0
L34603,0.0,0,1,1,0,0.0,0.0,0,2,2,0,0,0,1,0
L19464,0.307542,3,49,19,25,0.466667,0.18099500000000002,40,8,78,25,0,5,222,0
L14940,0.0,5,52,56,13,0.454545,0.183575,38,6,43,3,2,2,25,0
L13625,0.142298,5,356,96,84,0.558824,0.21227800000000002,287,15,167,12,12,1,44,1
L26338,0.0,3,12,6,12,0.4,0.232558,10,3,72,25,0,3,212,0
L13516,0.185864,6,275,103,57,0.688525,0.207179,202,19,37,7,6,5,70,1
L13325,0.110775,6,110,77,43,0.5,0.262921,117,6,286,30,0,0,129,1
L14847,0.069354,8,298,10,59,0.25,0.189157,157,3,5,0,0,0,39,1
L35039,0.11496400000000001,7,303,1,67,0.0,0.161708,125,3,5,0,0,0,68,1
L15622,0.0,2,7,7,3,0.6,0.368421,21,2,61,18,0,2,184,0
L19387,0.0,4,50,12,10,0.642857,0.248677,47,5,72,25,2,3,207,1
L14884,0.0,3,48,51,14,0.4,0.295566,60,6,159,6,5,0,27,1
L35680,0.0,0,6,4,5,0.8,0.386364,17,1,36,4,0,3,45,0
L20753,0.111404,6,113,11,36,1.0,0.25095100000000004,132,0,45,7,0,5,90,0
L23819,0.37987,4,40,9,17,0.875,0.171429,42,1,38,7,0,5,83,0
L14642,0.183035,6,259,31,91,0.829787,0.256362,272,8,62,18,6,1,191,1
L33915,0.0,0,7,7,1,0.666667,0.243243,9,2,31,1,0,0,14,0
L23970,0.0,0,3,17,1,0.5,0.23809499999999997,5,2,37,4,0,2,44,0
L19521,0.0,1,10,18,1,0.2,0.166667,5,4,39,7,0,5,74,0
L34739,0.0,0,3,1,1,0.5,0.277778,5,1,160,6,0,0,30,0
L23004,0.0,3,14,28,2,0.625,0.30136999999999997,22,3,54,12,0,1,147,0
L19534,0.1024,4,38,10,25,0.6153850000000001,0.25,42,5,62,18,0,1,204,0
L12809,0.23718699999999998,8,357,168,35,0.47945200000000004,0.197475,219,38,52,12,11,1,282,1
L19740,0.08521210000000001,12,1175,149,144,0.5217390000000001,0.15954300000000002,586,33,262,26,26,0,85,1
L33634,0.0,3,18,3,2,0.0,0.09259260000000001,5,6,4,0,0,0,5,0
L13498,0.182899,11,476,61,118,0.574468,0.141469,233,20,67,23,11,3,194,1
L19390,0.0,0,2,12,3,0.0,0.0740741,2,3,45,3,0,2,27,0
L36665,0.0,0,1,1,1,0.0,0.0,0,2,36,4,0,2,42,0
L25086,0.289959,6,77,7,17,0.5,0.175573,69,4,53,7,0,5,78,1
L14337,0.319786,7,330,244,20,0.678571,0.176763,178,18,40,2,1,0,66,1
L14650,0.05809640000000001,8,117,54,26,0.652174,0.25,107,8,58,12,0,1,163,1
L33530,0.0,3,10,1,8,0.0,0.2,9,3,4,4,2,1,14,1
L33387,0.0,3,18,10,8,0.0,0.15492999999999998,11,3,54,12,0,2,146,0
L36466,0.0,0,2,1,1,0.0,0.0,0,3,38,7,0,5,72,1
L15311,0.0,1,12,83,2,0.11111099999999999,0.137255,7,8,34,2,1,1,16,0
L15438,0.374308,5,151,23,29,0.8846149999999999,0.300442,204,3,62,12,0,1,167,1
L37214,0.142709,10,462,23,31,0.5,0.184906,294,1,136,4,4,0,42,1
L38322,0.13155899999999998,7,231,11,43,0.5,0.17931,156,2,142,6,2,0,53,1
L21848,0.0,0,2,4,0,0.0,0.0625,1,3,4,0,0,0,2,0
L19186,0.4401350000000001,7,2243,66,180,0.2,0.213747,2127,44,411,11,11,2,917,1
L39209,0.0,5,39,8,15,0.0,0.023668599999999998,4,14,14,0,0,1,47,0
L39101,0.164304,5,96,6,28,0.681818,0.24757300000000002,102,7,128,0,0,0,64,0
L38647,0.134529,2,69,16,2,0.727273,0.33012800000000003,103,9,4,0,0,0,34,0
L39226,0.387795,5,60,6,14,0.5,0.166667,40,7,12,0,0,0,47,0
L40676,0.0,1,8,1,3,0.375,0.263158,10,5,5,0,0,0,41,0
L38937,0.433541,3,65,6,23,0.4375,0.19660999999999998,58,9,133,0,0,0,62,0
L40288,0.606526,5,34,3,7,0.5,0.20438,28,6,11,0,0,0,52,0
L38926,0.364238,7,141,6,37,0.5,0.187086,113,11,131,0,0,0,56,0
L40390,0.0,1,8,3,3,0.375,0.277778,10,5,5,0,0,0,41,0
L39121,0.36030100000000004,6,176,10,35,0.37037,0.125547,86,17,139,0,0,0,67,0
L38916,0.288641,3,46,3,17,0.333333,0.156,39,10,13,0,0,0,48,0
L37676,0.0,4,54,9,5,0.0,0.005,1,18,230,30,5,5,75,0
L31103,0.531034,3,10,6,0,0.0,0.0,0,2,13,0,0,0,1,0
L37236,0.941664,10,1240,62,18,0.183673,0.15253,606,40,221,25,25,3,57,1
L41554,0.0,3,57,39,1,0.0666667,0.015528,5,14,15,1,1,0,16,0
L41636,0.08644860000000001,6,104,6,72,0.5,0.1537,81,1,17,1,1,0,22,0
L41637,0.22861599999999999,5,122,2,9,0.0,0.0754717,40,1,4,0,0,0,11,0
L37614,0.15415299999999998,7,455,1,47,0.0,0.233494,534,5,176,3,3,0,33,0
L37641,0.0,6,47,1,6,0.055555600000000004,0.023148099999999998,5,17,126,1,1,0,19,0
L38265,0.0,5,22,3,6,0.0,0.061538499999999996,4,4,3,0,0,0,10,0
L13699,0.0,1,12,39,11,0.14285699999999998,0.173077,9,6,6,0,0,0,6,0
L16959,0.0,0,2,11,2,0.666667,0.47618999999999995,10,1,8,0,0,0,8,0
L19061,0.0,0,1,7,1,0.5,0.538462,7,1,10,0,0,0,10,0
L19054,0.0,0,1,5,1,0.5,0.538462,7,1,9,0,0,0,9,0
L13368,0.135678,3,58,11,2,0.761905,0.398496,106,5,575,13,11,4,22,0
L16979,0.0,4,30,42,10,0.454545,0.25909099999999996,57,6,6,3,3,1,11,0
L42205,0.0,3,18,8,11,0.5,0.185629,31,4,4,0,0,0,7,0
L19251,0.213615,13,1356,161,82,0.024691400000000002,0.03818080000000002,272,395,9,3,3,0,433,1
L14502,0.0,0,1,4,0,0.5,0.538462,7,1,1,0,0,0,1,0
L34265,0.16092,2,16,1,2,0.0,0.08474580000000001,5,9,4,0,0,0,8,0
L44379,0.4329270000000001,4,75,3,0,1.0,0.286842,109,0,14,0,0,0,3,0
L17957,0.0,2,28,5,0,0.14285699999999998,0.168067,20,6,3,2,2,0,11,0
L21856,0.0,3,25,1,0,0.11111099999999999,0.0776699,8,8,3,0,0,0,9,0
L17859,0.351429,2,23,2,0,0.125,0.114943,10,7,4,0,0,0,8,0
L44518,0.47226899999999994,2,32,2,2,0.1,0.078125,10,9,5,0,0,0,10,0
L44552,0.334239,2,23,1,0,0.125,0.11111099999999999,10,7,4,0,0,0,8,0
L18602,0.457143,2,34,19,2,0.0909091,0.0746269,10,10,4,0,0,0,11,0
L44599,0.442464,2,31,11,0,0.0909091,0.0775194,10,10,4,0,0,0,11,0
L44633,0.4375,2,31,1,0,0.0909091,0.0775194,10,10,4,0,0,0,11,0
L34714,0.712871,2,26,2,3,0.0,0.0860215,8,8,4,0,0,0,8,0
L34278,0.542787,2,27,2,2,0.0,0.076087,7,8,4,0,0,0,8,0
L44707,0.0,3,22,15,1,0.714286,0.301775,51,2,39,0,0,0,10,0
L34273,0.0,2,29,10,0,0.125,0.132653,13,14,4,0,0,0,15,0
L33504,0.07162160000000001,3,46,28,0,0.08333330000000001,0.09655169999999999,14,11,4,1,1,0,12,0
L34269,0.0,2,18,1,1,0.0,0.07692310000000001,5,11,4,0,0,0,10,0
L35359,0.0870279,3,37,26,0,0.0909091,0.125,15,10,3,0,0,0,11,0
L44880,0.10031799999999999,3,37,3,2,0.0909091,0.117647,14,10,3,0,0,0,11,0
L44923,0.159949,5,145,128,9,0.8260870000000001,0.296245,213,4,18,7,7,0,25,1
L56274,0.0,0,0,1,0,0.0,0.0,0,1,11,3,0,3,11,0
L50302,0.0,0,0,8,0,0.0,0.5,3,1,8,7,0,6,17,0
L50203,0.460829,2,16,11,11,0.1,0.078125,5,9,43,49,8,0,95,1
L56227,0.0,0,0,3,0,1.0,0.736842,14,0,7,4,0,3,11,0
L48967,0.0,4,23,6,8,0.22222199999999998,0.24299099999999998,26,7,6,4,4,0,9,0
L56320,0.0,1,18,2,0,0.1,0.166667,12,9,3,2,2,2,10,0
L56352,0.565217,4,8,1,2,0.5,0.29268299999999997,12,1,19,11,0,4,62,0
L56377,0.0,2,6,2,14,1.0,0.37037,20,0,19,12,1,4,62,0
L56427,0.187952,3,24,3,22,0.5,0.290598,34,6,41,78,8,1,147,1
L56430,0.22452199999999997,7,34,7,22,0.833333,0.24404800000000001,41,2,41,72,8,1,231,1
L56614,0.127881,6,138,4,74,0.6,0.172471,104,10,45,90,20,1,170,1
L50954,0.289628,6,211,18,92,0.833333,0.25,255,11,58,102,34,1,203,1
L48944,0.0,3,75,2,48,0.5,0.109215,32,2,6,0,0,0,19,0
L57310,0.0,4,86,2,4,0.9545450000000001,0.259009,115,1,11,7,7,3,27,0
L57448,0.0,2,9,1,5,1.0,0.375,21,0,11,6,0,3,50,0
L57496,0.0,1,10,3,2,0.333333,0.257143,9,4,1,1,0,1,11,0
L57521,0.0,1,15,8,13,0.714286,0.372881,44,2,4,4,4,0,9,0
L59062,0.0,2,9,2,6,0.0,0.0625,2,6,55,1,0,0,22,1
L59089,0.0,1,7,2,4,0.0,0.10526300000000001,2,4,7,3,0,1,14,0
L59115,0.0,2,11,3,18,0.333333,0.385714,27,2,19,12,1,4,64,0
L52151,0.0654206,4,148,26,86,0.74359,0.282913,202,10,53,57,23,0,155,0
L56840,0.0,3,30,2,31,1.0,0.29473699999999997,56,0,17,1,0,2,15,1
L59198,0.0,2,19,1,26,0.125,0.175676,13,7,61,74,4,0,191,0
L59008,0.0,1,12,5,2,0.0,0.0,0,5,7,3,2,0,13,0
L59732,0.0,1,8,3,1,0.0,0.0384615,1,7,4,2,2,0,6,0
L59126,0.060689699999999985,6,116,6,52,0.28571399999999997,0.15876300000000002,77,5,8,1,1,0,11,1
L58671,0.0875576,8,406,24,61,0.8,0.23044,377,6,48,14,14,0,46,1
L59137,0.0,4,12,3,8,0.333333,0.301587,19,2,1,0,0,0,2,1
L60368,0.0,5,34,1,39,1.0,0.346369,62,0,18,13,2,4,63,0
L50237,0.0680289,6,248,41,139,0.9523809999999999,0.31990100000000005,389,4,60,71,36,0,387,1
L41698,0.0,0,3,6,1,0.666667,0.533333,16,1,6,3,2,3,11,0
L12759,0.0,3,22,3,24,0.6,0.355556,80,2,28,4,3,1,33,0
L50178,0.116096,9,100,3,45,0.941176,0.205788,128,1,15,3,3,1,100,1
L61402,0.0,4,44,3,37,1.0,0.42553199999999997,100,0,35,16,3,6,83,0
L61521,0.20692600000000005,5,47,4,38,0.0,0.057291699999999994,11,3,22,11,0,4,65,1
L61580,0.0633484,8,138,3,93,1.0,0.27871399999999996,182,0,37,15,2,6,94,1
L60763,0.0,5,21,2,28,1.0,0.350365,48,0,20,13,2,4,63,0
L61470,0.0,4,40,8,35,1.0,0.489437,139,0,25,16,5,6,78,0
L61448,0.0,4,23,2,21,1.0,0.29090900000000003,32,0,28,19,3,7,92,0
L60735,0.165517,3,21,2,28,1.0,0.397059,54,0,27,16,2,6,81,0
L61453,0.0,5,19,2,14,1.0,0.378947,36,0,29,17,1,7,89,0
L61443,0.0,4,17,2,21,1.0,0.290323,27,0,29,18,2,7,91,0
L60748,0.274809,2,15,2,19,1.0,0.418367,41,0,26,16,2,6,81,0
L62047,0.0,5,21,1,27,1.0,0.360902,48,0,19,12,1,4,62,0
L57128,0.4601770000000001,1,15,4,10,1.0,0.4489800000000001,44,0,19,12,1,4,65,0
L61885,0.0,3,29,4,29,1.0,0.303867,55,0,28,17,2,7,86,1
L60768,0.0,2,16,3,14,1.0,0.303371,27,0,28,19,3,7,91,0
L62178,0.0,1,4,16,1,0.333333,0.315789,6,2,2,1,0,1,8,0
L61491,0.0,4,26,2,36,1.0,0.337748,51,0,24,15,2,6,82,0
L62239,0.0,3,28,2,22,0.0,0.08849560000000001,10,2,20,11,0,4,65,0
L62283,0.0,3,32,1,16,1.0,0.275862,32,0,22,14,1,6,78,0
L59158,0.0350715,6,89,13,25,0.227273,0.176842,84,17,21,4,4,0,24,1
L59803,0.07030299999999999,9,519,13,139,0.833333,0.23514200000000002,546,2,26,2,2,0,65,1
L60788,0.0,3,8,1,17,0.666667,0.25,13,1,18,12,1,4,62,0
L60457,0.0,0,3,1,3,0.25,0.166667,3,3,1,0,0,0,3,0
L62987,0.0,2,10,2,6,1.0,0.428571,30,0,11,6,0,3,51,0
L59153,0.0,3,8,3,6,0.25,0.14285699999999998,5,3,2,0,0,0,3,0
L58662,0.0,5,58,12,9,0.181818,0.13551400000000002,29,9,5,4,4,0,15,1
L63440,0.0,1,10,6,7,0.0,0.311111,14,7,61,76,1,10,227,0
L63462,0.0,1,21,2,4,0.666667,0.386139,39,3,51,56,4,1,149,0
